survival_prob,ci_lower,ci_upper,Group,GraftTime
0.8929502911652677,0.8882454233282137,0.8974687020266625,Nationwide,339.0
0.8928884439363474,0.8881823091276156,0.8974081344448654,Nationwide,340.0
0.8927028508280663,0.8879929160071474,0.8972263793477306,Nationwide,341.0
0.8925790792023026,0.8878666117897918,0.8971051656234625,Nationwide,342.0
0.8924552131074928,0.8877402108608481,0.896983859542042,Nationwide,343.0
0.8919594735084877,0.8872343411460288,0.8964983507278393,Nationwide,344.0
0.8918355213859882,0.8871078612247122,0.8963769516557406,Nationwide,345.0
0.891711465812002,0.8869812751887356,0.8962554516492703,Nationwide,346.0
0.8916493775606571,0.8869179196864901,0.8961946431065666,Nationwide,347.0
0.8916493775606571,0.8869179196864901,0.8961946431065666,Nationwide,348.0
0.8915872287227417,0.8868545012945881,0.8961337761792815,Nationwide,349.0
0.8915872287227417,0.8868545012945881,0.8961337761792815,Nationwide,350.0
0.8915872287227417,0.8868545012945881,0.8961337761792815,Nationwide,351.0
0.8914625747935244,0.8867272930963274,0.8960117006024773,Nationwide,352.0
0.8911506128062638,0.8864089398160035,0.8957061897250048,Nationwide,353.0
0.8909632125652421,0.8862177010136588,0.8955226636707465,Nationwide,354.0
0.8907128892632644,0.8859622459501839,0.8952775189574801,Nationwide,355.0
0.8903994786759087,0.8856424094555464,0.8949705921602351,Nationwide,356.0
0.890210927928678,0.8854499860957077,0.8947859479703917,Nationwide,357.0
0.8900219368605453,0.8852571066803205,0.8946008784909312,Nationwide,358.0
0.8897691794769844,0.8849991363530739,0.894353377122035,Nationwide,359.0
0.8895789765741464,0.8848049996122681,0.8941671393132767,Nationwide,360.0
0.8894515753601713,0.8846749501227372,0.8940424061460072,Nationwide,361.0
0.8892593584803207,0.8844787117349839,0.8938542384070384,Nationwide,362.0
0.8888723594122951,0.8840835623031632,0.8934754404628314,Nationwide,363.0
0.8888072929926042,0.8840171120917463,0.8934117652436293,Nationwide,364.0
0.8886098826217605,0.8838154454599427,0.8932186290426624,Nationwide,365.0
0.8883428724406847,0.8835425805731499,0.8929574899672356,Nationwide,366.0
0.8878693781814074,0.8830585539230648,0.892494544742208,Nationwide,367.0
0.8875978169707687,0.8827809402255994,0.8922290440740397,Nationwide,368.0
0.8871892564105983,0.8823632616307272,0.8918296119541705,Nationwide,369.0
0.8867109504344071,0.881874268510678,0.8913620031582954,Nationwide,370.0
0.885957177601735,0.8811036682872879,0.8906250720635323,Nationwide,371.0
0.8856825047827599,0.880822870338253,0.8903565293341036,Nationwide,372.0
0.8853385504119705,0.880471245691688,0.8900202508600212,Nationwide,373.0
0.8851317117194043,0.8802597903602775,0.8898180315759636,Nationwide,374.0
0.8847172595366095,0.8798360864213319,0.8894128359284569,Nationwide,375.0
0.8843019643122922,0.8794115245877875,0.889006811494574,Nationwide,376.0
